v4_0,calendar-years,Time,local-health-board,Geography,week-number,Week,cause-of-death,CauseOfDeath,place-of-death,PlaceOfDeath,registration-or-occurrence,RegistrationOrOccurrence
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-3,Week 03,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
11,2020,2020,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,all-causes,All causes,care-home,Care home,registrations,Registrations
3,2020,2020,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
17,2020,2020,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,all-causes,All causes,home,Home,registrations,Registrations
5,2020,2020,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,all-causes,All causes,hospice,Hospice,registrations,Registrations
36,2020,2020,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-3,Week 03,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
15,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,all-causes,All causes,care-home,Care home,registrations,Registrations
2,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
31,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,all-causes,All causes,hospice,Hospice,registrations,Registrations
56,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000030,Cwm Taf Morgannwg University Health Board,week-3,Week 03,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
27,2020,2020,W11000031,Swansea Bay University Health Board,week-3,Week 03,all-causes,All causes,care-home,Care home,registrations,Registrations
3,2020,2020,W11000031,Swansea Bay University Health Board,week-3,Week 03,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
20,2020,2020,W11000031,Swansea Bay University Health Board,week-3,Week 03,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-3,Week 03,all-causes,All causes,hospice,Hospice,registrations,Registrations
55,2020,2020,W11000031,Swansea Bay University Health Board,week-3,Week 03,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2020,2020,W11000031,Swansea Bay University Health Board,week-3,Week 03,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-3,Week 03,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-3,Week 03,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-3,Week 03,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-3,Week 03,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-3,Week 03,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000031,Swansea Bay University Health Board,week-3,Week 03,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
42,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,all-causes,All causes,care-home,Care home,registrations,Registrations
4,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
42,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,all-causes,All causes,home,Home,registrations,Registrations
4,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,all-causes,All causes,hospice,Hospice,registrations,Registrations
99,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,all-causes,All causes,hospital,Hospital,registrations,Registrations
2,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000023,Betsi Cadwaladr University Health Board,week-4,Week 04,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
5,2020,2020,W11000024,Powys Teaching Health Board,week-4,Week 04,all-causes,All causes,care-home,Care home,registrations,Registrations
3,2020,2020,W11000024,Powys Teaching Health Board,week-4,Week 04,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
13,2020,2020,W11000024,Powys Teaching Health Board,week-4,Week 04,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-4,Week 04,all-causes,All causes,hospice,Hospice,registrations,Registrations
12,2020,2020,W11000024,Powys Teaching Health Board,week-4,Week 04,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-4,Week 04,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-4,Week 04,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-4,Week 04,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-4,Week 04,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-4,Week 04,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-4,Week 04,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000024,Powys Teaching Health Board,week-4,Week 04,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
18,2020,2020,W11000025,Hywel Dda University Health Board,week-4,Week 04,all-causes,All causes,care-home,Care home,registrations,Registrations
2,2020,2020,W11000025,Hywel Dda University Health Board,week-4,Week 04,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
26,2020,2020,W11000025,Hywel Dda University Health Board,week-4,Week 04,all-causes,All causes,home,Home,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-4,Week 04,all-causes,All causes,hospice,Hospice,registrations,Registrations
51,2020,2020,W11000025,Hywel Dda University Health Board,week-4,Week 04,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-4,Week 04,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-4,Week 04,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-4,Week 04,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-4,Week 04,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-4,Week 04,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-4,Week 04,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000025,Hywel Dda University Health Board,week-4,Week 04,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
23,2020,2020,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,all-causes,All causes,care-home,Care home,registrations,Registrations
1,2020,2020,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
41,2020,2020,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,all-causes,All causes,home,Home,registrations,Registrations
1,2020,2020,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,all-causes,All causes,hospice,Hospice,registrations,Registrations
67,2020,2020,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2020,2020,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,covid-19,COVID 19,home,Home,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000028,Aneurin Bevan University Health Board,week-4,Week 04,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
8,2020,2020,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,all-causes,All causes,care-home,Care home,registrations,Registrations
3,2020,2020,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
20,2020,2020,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,all-causes,All causes,home,Home,registrations,Registrations
5,2020,2020,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,all-causes,All causes,hospice,Hospice,registrations,Registrations
40,2020,2020,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2020,2020,W11000029,Cardiff and Vale University Health Board,week-4,Week 04,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
